src,dest,type,value
Ижевск,Новотроицк,cargo3,4209
Ижевск,Октябрьский,cargo1,4881
Ижевск,Октябрьский,cargo2,9256
Ижевск,Октябрьский,cargo3,5237
Ижевск,Омутнинск,cargo1,9388
Ижевск,Омутнинск,cargo2,8317
Ижевск,Омутнинск,cargo3,4570
Ижевск,Оренбург,cargo1,399
Ижевск,Оренбург,cargo2,3899
Ижевск,Оренбург,cargo3,500
Ижевск,Орск,cargo1,9881
Ижевск,Орск,cargo2,1473
Ижевск,Орск,cargo3,4755
Ижевск,Отрадный,cargo1,1327
Ижевск,Отрадный,cargo2,8241
Ижевск,Отрадный,cargo3,6477
Ижевск,Пенза,cargo1,3452
Ижевск,Пенза,cargo2,5055
Ижевск,Пенза,cargo3,1468
Ижевск,Пермь,cargo1,5529
Ижевск,Пермь,cargo2,7757
Ижевск,Пермь,cargo3,1719
Ижевск,Пугачев,cargo1,8891
Ижевск,Пугачев,cargo2,6440
Ижевск,Пугачев,cargo3,3326
Ижевск,Раевский,cargo1,652
Ижевск,Раевский,cargo2,7831
Ижевск,Раевский,cargo3,4357
Ижевск,Рузаевка,cargo1,8648
Ижевск,Рузаевка,cargo2,9735
Ижевск,Рузаевка,cargo3,2529
Ижевск,Салават,cargo1,3756
Ижевск,Салават,cargo2,9388
Ижевск,Салават,cargo3,4558
Ижевск,Самара,cargo1,1501
Ижевск,Самара,cargo2,2984
Ижевск,Самара,cargo3,802
Ижевск,Саранск,cargo1,4108
Ижевск,Саранск,cargo2,5607
Ижевск,Саранск,cargo3,6927
Ижевск,Сарапул,cargo1,6524
Ижевск,Сарапул,cargo2,4091
Ижевск,Сарапул,cargo3,5907
Ижевск,Саратов,cargo1,1541
Ижевск,Саратов,cargo2,8281
Ижевск,Саратов,cargo3,1762
Ижевск,Сердобск,cargo1,729
Ижевск,Сердобск,cargo2,3823
Ижевск,Сердобск,cargo3,3721
Ижевск,Шумерля,cargo1,4024
Ижевск,Шумерля,cargo2,3410
Ижевск,Шумерля,cargo3,3822
Ижевск,Сибай,cargo1,7382
Ижевск,Сибай,cargo2,8387
Ижевск,Сибай,cargo3,9050
Ижевск,Слободской,cargo1,3114
Ижевск,Слободской,cargo2,7515
Ижевск,Слободской,cargo3,106
Ижевск,Соликамск,cargo1,2425
Ижевск,Соликамск,cargo2,3364
Ижевск,Соликамск,cargo3,7673
Ижевск,Соль-Илецк,cargo1,0
Ижевск,Соль-Илецк,cargo2,0
Ижевск,Соль-Илецк,cargo3,0
Ижевск,Советск,cargo1,861
Ижевск,Советск,cargo2,931
Ижевск,Советск,cargo3,9971
Ижевск,Стерлитамак,cargo1,0
Ижевск,Стерлитамак,cargo2,0
Ижевск,Стерлитамак,cargo3,0
Ижевск,Сызрань,cargo1,8124
Ижевск,Сызрань,cargo2,1286
Ижевск,Сызрань,cargo3,4449
Ижевск,Тольятти,cargo1,3650
Ижевск,Тольятти,cargo2,5989
Ижевск,Тольятти,cargo3,6643
Ижевск,Туймазы,cargo1,741
Ижевск,Туймазы,cargo2,8849
Ижевск,Туймазы,cargo3,7148
Ижевск,Уфа,cargo1,0
Ижевск,Уфа,cargo2,0
Ижевск,Уфа,cargo3,0
Ижевск,Ульяновск,cargo1,796
Ижевск,Ульяновск,cargo2,2511
Ижевск,Ульяновск,cargo3,9818
Ижевск,Вольск,cargo1,2987
Ижевск,Вольск,cargo2,1120
Ижевск,Вольск,cargo3,4234
Ижевск,Воткинск,cargo1,95
Ижевск,Воткинск,cargo2,51
Ижевск,Воткинск,cargo3,29
Ижевск,Выкса,cargo1,4
Ижевск,Выкса,cargo2,9
Ижевск,Выкса,cargo3,2
Ижевск,Йошкар-Ола,cargo1,4
Ижевск,Йошкар-Ола,cargo2,0
Ижевск,Йошкар-Ола,cargo3,3
Ижевск,Зеленодольск,cargo1,0
Ижевск,Зеленодольск,cargo2,2
Ижевск,Зеленодольск,cargo3,9
Каменка,Алатырь,cargo1,663
Каменка,Алатырь,cargo2,391
Каменка,Алатырь,cargo3,678
Каменка,Альметьевск,cargo1,0
Каменка,Альметьевск,cargo2,0
Каменка,Альметьевск,cargo3,0
Каменка,Арзамас,cargo1,0
Каменка,Арзамас,cargo2,0
Каменка,Арзамас,cargo3,0
Каменка,Аткарск,cargo1,0
Каменка,Аткарск,cargo2,0
Каменка,Аткарск,cargo3,0
Каменка,Балахна,cargo1,3
Каменка,Балахна,cargo2,10
Каменка,Балахна,cargo3,4
Каменка,Балаково,cargo1,9850
Каменка,Балаково,cargo2,9813
Каменка,Балаково,cargo3,6531
Каменка,Балашов,cargo1,7146
Каменка,Балашов,cargo2,7370
Каменка,Балашов,cargo3,9763
Каменка,Белебей,cargo1,1287
Каменка,Белебей,cargo2,6441
Каменка,Белебей,cargo3,1885
Каменка,Березники,cargo1,3796
Каменка,Березники,cargo2,4842
Каменка,Березники,cargo3,6630
Каменка,Бирск,cargo1,0
Каменка,Бирск,cargo2,0
Каменка,Бирск,cargo3,0
Каменка,Бугульма,cargo1,0
Каменка,Бугульма,cargo2,0
Каменка,Бугульма,cargo3,0
Каменка,Бугуруслан,cargo1,97
Каменка,Бугуруслан,cargo2,73
Каменка,Бугуруслан,cargo3,15
Каменка,Бузулук,cargo1,88
Каменка,Бузулук,cargo2,24
Каменка,Бузулук,cargo3,0
Каменка,Чапаевск,cargo1,0
Каменка,Чапаевск,cargo2,0
Каменка,Чапаевск,cargo3,0
Каменка,Чебоксары,cargo1,0
Каменка,Чебоксары,cargo2,0
Каменка,Чебоксары,cargo3,0
Каменка,Чистополь,cargo1,0
Каменка,Чистополь,cargo2,0
Каменка,Чистополь,cargo3,0
Каменка,Чусовой,cargo1,0
Каменка,Чусовой,cargo2,0
Каменка,Чусовой,cargo3,0
Каменка,Димитровград,cargo1,54664
Каменка,Димитровград,cargo2,20092
Каменка,Димитровград,cargo3,55998
Каменка,Домбаровский,cargo1,34408
Каменка,Домбаровский,cargo2,42892
Каменка,Домбаровский,cargo3,92178
Каменка,Дзержинск,cargo1,0
Каменка,Дзержинск,cargo2,0
Каменка,Дзержинск,cargo3,0
Каменка,Энгельс,cargo1,3
Каменка,Энгельс,cargo2,6
Каменка,Энгельс,cargo3,6
Каменка,Гай,cargo1,3
Каменка,Гай,cargo2,5
Каменка,Гай,cargo3,10
Каменка,Глазов,cargo1,8561
Каменка,Глазов,cargo2,3867
Каменка,Глазов,cargo3,2130
Каменка,Губаха,cargo1,1977
Каменка,Губаха,cargo2,3311
Каменка,Губаха,cargo3,1559
Каменка,Ижевск,cargo1,8562
Каменка,Ижевск,cargo2,9027
Каменка,Ижевск,cargo3,6817
Каменка,Канаш,cargo1,4539
Каменка,Канаш,cargo2,4889
Каменка,Канаш,cargo3,4878
Каменка,Казань,cargo1,9544
Каменка,Казань,cargo2,1060
Каменка,Казань,cargo3,6185
Каменка,Киров,cargo1,7262
Каменка,Киров,cargo2,6299
Каменка,Киров,cargo3,8525
Каменка,Кирово-Чепецк,cargo1,8259
Каменка,Кирово-Чепецк,cargo2,1348
Каменка,Кирово-Чепецк,cargo3,5393
Каменка,Кирс,cargo1,5739
Каменка,Кирс,cargo2,2852
Каменка,Кирс,cargo3,2062
Каменка,Кизел,cargo1,9473
Каменка,Кизел,cargo2,4223
Каменка,Кизел,cargo3,4813
Каменка,Котельнич,cargo1,929
Каменка,Котельнич,cargo2,5112
Каменка,Котельнич,cargo3,2750
Каменка,Красноармейск,cargo1,107
Каменка,Красноармейск,cargo2,4527
Каменка,Красноармейск,cargo3,1231
Каменка,Краснокамск,cargo1,2154
Каменка,Краснокамск,cargo2,6229
Каменка,Краснокамск,cargo3,5497
Каменка,Кудымкар,cargo1,7899
Каменка,Кудымкар,cargo2,9751
Каменка,Кудымкар,cargo3,2184
Каменка,Кумертау,cargo1,8997
Каменка,Кумертау,cargo2,8263
Каменка,Кумертау,cargo3,6751
Каменка,Кунгур,cargo1,2652
Каменка,Кунгур,cargo2,108
Каменка,Кунгур,cargo3,3142
Каменка,Кузнецк,cargo1,6111
Каменка,Кузнецк,cargo2,8717
Каменка,Кузнецк,cargo3,1030
Каменка,Лениногорск,cargo1,6048
Каменка,Лениногорск,cargo2,5373
Каменка,Лениногорск,cargo3,7189
Каменка,Медногорск,cargo1,4294
Каменка,Медногорск,cargo2,4231
Каменка,Медногорск,cargo3,1119
Каменка,Можга,cargo1,1010
Каменка,Можга,cargo2,2181
Каменка,Можга,cargo3,4200
Каменка,Набережные Челны,cargo1,7397
Каменка,Набережные Челны,cargo2,6977
Каменка,Набережные Челны,cargo3,6510
Каменка,Нефтекамск,cargo1,3206
Каменка,Нефтекамск,cargo2,9748
Каменка,Нефтекамск,cargo3,6853
Каменка,Нижнекамск,cargo1,6273
Каменка,Нижнекамск,cargo2,3567
Каменка,Нижнекамск,cargo3,1288
Каменка,Нижний Новгород,cargo1,9292
Каменка,Нижний Новгород,cargo2,1605
Каменка,Нижний Новгород,cargo3,4766
Каменка,Новокуйбышевск,cargo1,1728
Каменка,Новокуйбышевск,cargo2,2326
Каменка,Новокуйбышевск,cargo3,5453
Каменка,Новотроицк,cargo1,5579
Каменка,Новотроицк,cargo2,265
Каменка,Новотроицк,cargo3,866
Каменка,Октябрьский,cargo1,3983
Каменка,Октябрьский,cargo2,7858
Каменка,Октябрьский,cargo3,5329
Каменка,Омутнинск,cargo1,3964
Каменка,Омутнинск,cargo2,3381
Каменка,Омутнинск,cargo3,7830
Каменка,Оренбург,cargo1,2894
Каменка,Оренбург,cargo2,550
Каменка,Оренбург,cargo3,9034
Каменка,Орск,cargo1,7033
Каменка,Орск,cargo2,9926
Каменка,Орск,cargo3,6852
Каменка,Отрадный,cargo1,350
Каменка,Отрадный,cargo2,2145
Каменка,Отрадный,cargo3,7113
Каменка,Пенза,cargo1,1392
Каменка,Пенза,cargo2,9030
Каменка,Пенза,cargo3,966
Каменка,Пермь,cargo1,7593
Каменка,Пермь,cargo2,9734
Каменка,Пермь,cargo3,5364
Каменка,Пугачев,cargo1,8677
Каменка,Пугачев,cargo2,8032
Каменка,Пугачев,cargo3,7342
Каменка,Раевский,cargo1,9818
Каменка,Раевский,cargo2,6402
Каменка,Раевский,cargo3,6552
Каменка,Рузаевка,cargo1,141
Каменка,Рузаевка,cargo2,1715
Каменка,Рузаевка,cargo3,3133
Каменка,Салават,cargo1,6525
Каменка,Салават,cargo2,6870
Каменка,Салават,cargo3,681
Каменка,Самара,cargo1,6448
Каменка,Самара,cargo2,4530
Каменка,Самара,cargo3,4652
Каменка,Саранск,cargo1,7772
Каменка,Саранск,cargo2,9135
Каменка,Саранск,cargo3,4211
Каменка,Сарапул,cargo1,6114
Каменка,Сарапул,cargo2,5771
Каменка,Сарапул,cargo3,2624
Каменка,Саратов,cargo1,1169
Каменка,Саратов,cargo2,3932
Каменка,Саратов,cargo3,8799
Каменка,Сердобск,cargo1,5461
Каменка,Сердобск,cargo2,2177
Каменка,Сердобск,cargo3,6666
Каменка,Шумерля,cargo1,9086
Каменка,Шумерля,cargo2,5012
Каменка,Шумерля,cargo3,6168
Каменка,Сибай,cargo1,4821
Каменка,Сибай,cargo2,5780
Каменка,Сибай,cargo3,2827
Каменка,Слободской,cargo1,820
Каменка,Слободской,cargo2,4918
Каменка,Слободской,cargo3,8644
Каменка,Соликамск,cargo1,5580
Каменка,Соликамск,cargo2,7998
Каменка,Соликамск,cargo3,1380
Каменка,Соль-Илецк,cargo1,0
Каменка,Соль-Илецк,cargo2,0
Каменка,Соль-Илецк,cargo3,0
Каменка,Советск,cargo1,7928
Каменка,Советск,cargo2,6218
Каменка,Советск,cargo3,2701
Каменка,Стерлитамак,cargo1,0
Каменка,Стерлитамак,cargo2,0
Каменка,Стерлитамак,cargo3,0
Каменка,Сызрань,cargo1,9735
Каменка,Сызрань,cargo2,1758
Каменка,Сызрань,cargo3,5745
Каменка,Тольятти,cargo1,10
Каменка,Тольятти,cargo2,5320
Каменка,Тольятти,cargo3,4192
Каменка,Туймазы,cargo1,7205
Каменка,Туймазы,cargo2,7570
Каменка,Туймазы,cargo3,1916
Каменка,Уфа,cargo1,0
Каменка,Уфа,cargo2,0
Каменка,Уфа,cargo3,0
Каменка,Ульяновск,cargo1,1176
Каменка,Ульяновск,cargo2,7166
Каменка,Ульяновск,cargo3,6102
Каменка,Вольск,cargo1,4516
Каменка,Вольск,cargo2,927
Каменка,Вольск,cargo3,4560
Каменка,Воткинск,cargo1,84
Каменка,Воткинск,cargo2,55
Каменка,Воткинск,cargo3,36
Каменка,Выкса,cargo1,4
Каменка,Выкса,cargo2,3
Каменка,Выкса,cargo3,5
Каменка,Йошкар-Ола,cargo1,1
Каменка,Йошкар-Ола,cargo2,5
Каменка,Йошкар-Ола,cargo3,4
Каменка,Зеленодольск,cargo1,1
Каменка,Зеленодольск,cargo2,2
Каменка,Зеленодольск,cargo3,6
Канаш,Алатырь,cargo1,98
Канаш,Алатырь,cargo2,425
Канаш,Алатырь,cargo3,867
Канаш,Альметьевск,cargo1,0
Канаш,Альметьевск,cargo2,0
Канаш,Альметьевск,cargo3,0
Канаш,Арзамас,cargo1,0
Канаш,Арзамас,cargo2,0
Канаш,Арзамас,cargo3,0
Канаш,Аткарск,cargo1,0
Канаш,Аткарск,cargo2,0
Канаш,Аткарск,cargo3,0
Канаш,Балахна,cargo1,5
Канаш,Балахна,cargo2,6
Канаш,Балахна,cargo3,5
Канаш,Балаково,cargo1,1305
Канаш,Балаково,cargo2,3600
Канаш,Балаково,cargo3,6605
Канаш,Балашов,cargo1,5738
Канаш,Балашов,cargo2,5862
Канаш,Балашов,cargo3,6134
Канаш,Белебей,cargo1,2379
Канаш,Белебей,cargo2,9601
Канаш,Белебей,cargo3,1629
Канаш,Березники,cargo1,7912
Канаш,Березники,cargo2,7323
Канаш,Березники,cargo3,743
Канаш,Бирск,cargo1,0
Канаш,Бирск,cargo2,0
Канаш,Бирск,cargo3,0
Канаш,Бугульма,cargo1,0
Канаш,Бугульма,cargo2,0
Канаш,Бугульма,cargo3,0
Канаш,Бугуруслан,cargo1,19
Канаш,Бугуруслан,cargo2,84
Канаш,Бугуруслан,cargo3,50
Канаш,Бузулук,cargo1,21
Канаш,Бузулук,cargo2,59
Канаш,Бузулук,cargo3,60
Канаш,Чапаевск,cargo1,0
Канаш,Чапаевск,cargo2,0
Канаш,Чапаевск,cargo3,0
Канаш,Чебоксары,cargo1,0
Канаш,Чебоксары,cargo2,0
Канаш,Чебоксары,cargo3,0
Канаш,Чистополь,cargo1,0
Канаш,Чистополь,cargo2,0
Канаш,Чистополь,cargo3,0
Канаш,Чусовой,cargo1,0
Канаш,Чусовой,cargo2,0
Канаш,Чусовой,cargo3,0
Канаш,Димитровград,cargo1,72566
Канаш,Димитровград,cargo2,90322
Канаш,Димитровград,cargo3,56165
Канаш,Домбаровский,cargo1,36140
Канаш,Домбаровский,cargo2,67700
Канаш,Домбаровский,cargo3,52106
Канаш,Дзержинск,cargo1,0
Канаш,Дзержинск,cargo2,0
Канаш,Дзержинск,cargo3,0
Канаш,Энгельс,cargo1,8
Канаш,Энгельс,cargo2,1
Канаш,Энгельс,cargo3,6
Канаш,Гай,cargo1,9
Канаш,Гай,cargo2,4
Канаш,Гай,cargo3,7
Канаш,Глазов,cargo1,7908
Канаш,Глазов,cargo2,1733
Канаш,Глазов,cargo3,8280
Канаш,Губаха,cargo1,914
Канаш,Губаха,cargo2,3348
Канаш,Губаха,cargo3,3814
Канаш,Ижевск,cargo1,9304
Канаш,Ижевск,cargo2,7447
Канаш,Ижевск,cargo3,4442
Канаш,Каменка,cargo1,3233
Канаш,Каменка,cargo2,785
Канаш,Каменка,cargo3,5943
Канаш,Казань,cargo1,349
Канаш,Казань,cargo2,5217
Канаш,Казань,cargo3,7238
Канаш,Киров,cargo1,1034
Канаш,Киров,cargo2,4137
Канаш,Киров,cargo3,7332
Канаш,Кирово-Чепецк,cargo1,1833
Канаш,Кирово-Чепецк,cargo2,1739
Канаш,Кирово-Чепецк,cargo3,9655
Канаш,Кирс,cargo1,1258
Канаш,Кирс,cargo2,9049
Канаш,Кирс,cargo3,7891
Канаш,Кизел,cargo1,8758
Канаш,Кизел,cargo2,6694
Канаш,Кизел,cargo3,4430
Канаш,Котельнич,cargo1,9124
Канаш,Котельнич,cargo2,1786
Канаш,Котельнич,cargo3,6979
Канаш,Красноармейск,cargo1,7404
Канаш,Красноармейск,cargo2,3854
Канаш,Красноармейск,cargo3,9448
Канаш,Краснокамск,cargo1,5370
Канаш,Краснокамск,cargo2,8301
Канаш,Краснокамск,cargo3,9246
Канаш,Кудымкар,cargo1,5422
Канаш,Кудымкар,cargo2,450
Канаш,Кудымкар,cargo3,9989
Канаш,Кумертау,cargo1,4982
Канаш,Кумертау,cargo2,3801
Канаш,Кумертау,cargo3,9247
Канаш,Кунгур,cargo1,1719
Канаш,Кунгур,cargo2,7661
Канаш,Кунгур,cargo3,8131
Канаш,Кузнецк,cargo1,3898
Канаш,Кузнецк,cargo2,708
Канаш,Кузнецк,cargo3,468
Канаш,Лениногорск,cargo1,7295
Канаш,Лениногорск,cargo2,2657
Канаш,Лениногорск,cargo3,9428
Канаш,Медногорск,cargo1,4638
Канаш,Медногорск,cargo2,2450
Канаш,Медногорск,cargo3,738
Канаш,Можга,cargo1,6192
Канаш,Можга,cargo2,4833
Канаш,Можга,cargo3,5984
Канаш,Набережные Челны,cargo1,2497
Канаш,Набережные Челны,cargo2,1594
Канаш,Набережные Челны,cargo3,4141
Канаш,Нефтекамск,cargo1,6871
Канаш,Нефтекамск,cargo2,8226
Канаш,Нефтекамск,cargo3,837
Канаш,Нижнекамск,cargo1,8648
Канаш,Нижнекамск,cargo2,5941
Канаш,Нижнекамск,cargo3,6646
Канаш,Нижний Новгород,cargo1,3211
Канаш,Нижний Новгород,cargo2,3034
Канаш,Нижний Новгород,cargo3,5353
Канаш,Новокуйбышевск,cargo1,8147
Канаш,Новокуйбышевск,cargo2,7435
Канаш,Новокуйбышевск,cargo3,5391
Канаш,Новотроицк,cargo1,8186
Канаш,Новотроицк,cargo2,1933
Канаш,Новотроицк,cargo3,2518
Канаш,Октябрьский,cargo1,8220
Канаш,Октябрьский,cargo2,1200
Канаш,Октябрьский,cargo3,2570
Канаш,Омутнинск,cargo1,1749
Канаш,Омутнинск,cargo2,2492
Канаш,Омутнинск,cargo3,8426
Канаш,Оренбург,cargo1,7404
Канаш,Оренбург,cargo2,7823
Канаш,Оренбург,cargo3,655
Канаш,Орск,cargo1,6757
Канаш,Орск,cargo2,1859
Канаш,Орск,cargo3,4358
Канаш,Отрадный,cargo1,9554
Канаш,Отрадный,cargo2,9109
Канаш,Отрадный,cargo3,3659
Канаш,Пенза,cargo1,7663
Канаш,Пенза,cargo2,5837
Канаш,Пенза,cargo3,350
Канаш,Пермь,cargo1,6748
Канаш,Пермь,cargo2,1406
Канаш,Пермь,cargo3,6920
Канаш,Пугачев,cargo1,6220
Канаш,Пугачев,cargo2,7303
Канаш,Пугачев,cargo3,1029
Канаш,Раевский,cargo1,5196
Канаш,Раевский,cargo2,6912
Канаш,Раевский,cargo3,3778
Канаш,Рузаевка,cargo1,9320
Канаш,Рузаевка,cargo2,4809
Канаш,Рузаевка,cargo3,2865
Канаш,Салават,cargo1,4448
Канаш,Салават,cargo2,5687
Канаш,Салават,cargo3,2159
Канаш,Самара,cargo1,8898
Канаш,Самара,cargo2,3761
Канаш,Самара,cargo3,3032
Канаш,Саранск,cargo1,7979
Канаш,Саранск,cargo2,2525
Канаш,Саранск,cargo3,7639
Канаш,Сарапул,cargo1,6073
Канаш,Сарапул,cargo2,5590
Канаш,Сарапул,cargo3,7315
Канаш,Саратов,cargo1,9896
Канаш,Саратов,cargo2,3153
Канаш,Саратов,cargo3,3858
Канаш,Сердобск,cargo1,1178
Канаш,Сердобск,cargo2,4410
Канаш,Сердобск,cargo3,2596
Канаш,Шумерля,cargo1,7706
Канаш,Шумерля,cargo2,8821
Канаш,Шумерля,cargo3,9140
Канаш,Сибай,cargo1,6897
Канаш,Сибай,cargo2,4222
Канаш,Сибай,cargo3,7808
Канаш,Слободской,cargo1,855
Канаш,Слободской,cargo2,3866
Канаш,Слободской,cargo3,260
Канаш,Соликамск,cargo1,1864
Канаш,Соликамск,cargo2,4851
Канаш,Соликамск,cargo3,1480
Канаш,Соль-Илецк,cargo1,0
Канаш,Соль-Илецк,cargo2,0
Канаш,Соль-Илецк,cargo3,0
Канаш,Советск,cargo1,154
Канаш,Советск,cargo2,7455
Канаш,Советск,cargo3,8143
Канаш,Стерлитамак,cargo1,0
Канаш,Стерлитамак,cargo2,0
Канаш,Стерлитамак,cargo3,0
Канаш,Сызрань,cargo1,4759
Канаш,Сызрань,cargo2,3159
Канаш,Сызрань,cargo3,4346
Канаш,Тольятти,cargo1,4629
Канаш,Тольятти,cargo2,1625
Канаш,Тольятти,cargo3,6086
Канаш,Туймазы,cargo1,1375
Канаш,Туймазы,cargo2,3715
Канаш,Туймазы,cargo3,8531
Канаш,Уфа,cargo1,0
Канаш,Уфа,cargo2,0
Канаш,Уфа,cargo3,0
Канаш,Ульяновск,cargo1,7479
Канаш,Ульяновск,cargo2,3471
Канаш,Ульяновск,cargo3,1014
Канаш,Вольск,cargo1,624
Канаш,Вольск,cargo2,943
Канаш,Вольск,cargo3,8502
Канаш,Воткинск,cargo1,46
Канаш,Воткинск,cargo2,7
Канаш,Воткинск,cargo3,2
Канаш,Выкса,cargo1,7
Канаш,Выкса,cargo2,2
Канаш,Выкса,cargo3,1
Канаш,Йошкар-Ола,cargo1,2
Канаш,Йошкар-Ола,cargo2,7
Канаш,Йошкар-Ола,cargo3,10
Канаш,Зеленодольск,cargo1,5
Канаш,Зеленодольск,cargo2,9
Канаш,Зеленодольск,cargo3,6
Казань,Алатырь,cargo1,990
Казань,Алатырь,cargo2,541
Казань,Алатырь,cargo3,653
Казань,Альметьевск,cargo1,0
Казань,Альметьевск,cargo2,0
Казань,Альметьевск,cargo3,0
Казань,Арзамас,cargo1,0
Казань,Арзамас,cargo2,0
Казань,Арзамас,cargo3,0
Казань,Аткарск,cargo1,0
Казань,Аткарск,cargo2,0
Казань,Аткарск,cargo3,0
Казань,Балахна,cargo1,2
Казань,Балахна,cargo2,1
Казань,Балахна,cargo3,7
Казань,Балаково,cargo1,3702
Казань,Балаково,cargo2,5479
Казань,Балаково,cargo3,8869
Казань,Балашов,cargo1,7108
Казань,Балашов,cargo2,8255
Казань,Балашов,cargo3,9620
Казань,Белебей,cargo1,5089
Казань,Белебей,cargo2,1395
Казань,Белебей,cargo3,8034
Казань,Березники,cargo1,8212
Казань,Березники,cargo2,5099
Казань,Березники,cargo3,2708
Казань,Бирск,cargo1,0
Казань,Бирск,cargo2,0
Казань,Бирск,cargo3,0
Казань,Бугульма,cargo1,0
Казань,Бугульма,cargo2,0
Казань,Бугульма,cargo3,0
Казань,Бугуруслан,cargo1,81
Казань,Бугуруслан,cargo2,90
Казань,Бугуруслан,cargo3,25
Казань,Бузулук,cargo1,88
Казань,Бузулук,cargo2,33
Казань,Бузулук,cargo3,19
Казань,Чапаевск,cargo1,0
Казань,Чапаевск,cargo2,0
Казань,Чапаевск,cargo3,0
Казань,Чебоксары,cargo1,0
Казань,Чебоксары,cargo2,0
Казань,Чебоксары,cargo3,0
Казань,Чистополь,cargo1,0
Казань,Чистополь,cargo2,0
Казань,Чистополь,cargo3,0
Казань,Чусовой,cargo1,0
Казань,Чусовой,cargo2,0
Казань,Чусовой,cargo3,0
Казань,Димитровград,cargo1,74034
Казань,Димитровград,cargo2,45800
Казань,Димитровград,cargo3,80631
Казань,Домбаровский,cargo1,11299
Казань,Домбаровский,cargo2,94153
Казань,Домбаровский,cargo3,4893
Казань,Дзержинск,cargo1,0
Казань,Дзержинск,cargo2,0
Казань,Дзержинск,cargo3,0
Казань,Энгельс,cargo1,2
Казань,Энгельс,cargo2,10
Казань,Энгельс,cargo3,6
Казань,Гай,cargo1,2
Казань,Гай,cargo2,6
Казань,Гай,cargo3,1
Казань,Глазов,cargo1,4641
Казань,Глазов,cargo2,9618
Казань,Глазов,cargo3,4121
Казань,Губаха,cargo1,6130
Казань,Губаха,cargo2,4789
Казань,Губаха,cargo3,7139
Казань,Ижевск,cargo1,8057
Казань,Ижевск,cargo2,8088
Казань,Ижевск,cargo3,2216
Казань,Каменка,cargo1,822
Казань,Каменка,cargo2,8244
Казань,Каменка,cargo3,3745
Казань,Канаш,cargo1,8756
Казань,Канаш,cargo2,4147
Казань,Канаш,cargo3,1587
Казань,Киров,cargo1,35
Казань,Киров,cargo2,5975
Казань,Киров,cargo3,9977
Казань,Кирово-Чепецк,cargo1,881
Казань,Кирово-Чепецк,cargo2,9748
Казань,Кирово-Чепецк,cargo3,5366
Казань,Кирс,cargo1,1664
Казань,Кирс,cargo2,8083
Казань,Кирс,cargo3,604
Казань,Кизел,cargo1,9338
Казань,Кизел,cargo2,6301
Казань,Кизел,cargo3,807
Казань,Котельнич,cargo1,4986
Казань,Котельнич,cargo2,2351
Казань,Котельнич,cargo3,8441
Казань,Красноармейск,cargo1,9966
Казань,Красноармейск,cargo2,1363
Казань,Красноармейск,cargo3,7959
Казань,Краснокамск,cargo1,9040
Казань,Краснокамск,cargo2,4989
Казань,Краснокамск,cargo3,9813
Казань,Кудымкар,cargo1,9951
Казань,Кудымкар,cargo2,8892
Казань,Кудымкар,cargo3,8953
Казань,Кумертау,cargo1,9398
Казань,Кумертау,cargo2,669
Казань,Кумертау,cargo3,4865
Казань,Кунгур,cargo1,6889
Казань,Кунгур,cargo2,3157
Казань,Кунгур,cargo3,9864
Казань,Кузнецк,cargo1,3570
Казань,Кузнецк,cargo2,3933
Казань,Кузнецк,cargo3,696
Казань,Лениногорск,cargo1,6962
Казань,Лениногорск,cargo2,8217
Казань,Лениногорск,cargo3,9401
Казань,Медногорск,cargo1,4761
Казань,Медногорск,cargo2,9804
Казань,Медногорск,cargo3,8857
Казань,Можга,cargo1,3379
Казань,Можга,cargo2,5176
Казань,Можга,cargo3,2275
Казань,Набережные Челны,cargo1,6873
Казань,Набережные Челны,cargo2,9197
Казань,Набережные Челны,cargo3,1974
Казань,Нефтекамск,cargo1,9797
Казань,Нефтекамск,cargo2,937
Казань,Нефтекамск,cargo3,570
Казань,Нижнекамск,cargo1,2737
Казань,Нижнекамск,cargo2,1348
Казань,Нижнекамск,cargo3,6609
Казань,Нижний Новгород,cargo1,6384
Казань,Нижний Новгород,cargo2,9959
Казань,Нижний Новгород,cargo3,1751
Казань,Новокуйбышевск,cargo1,6980
Казань,Новокуйбышевск,cargo2,421
Казань,Новокуйбышевск,cargo3,3119
Казань,Новотроицк,cargo1,292
Казань,Новотроицк,cargo2,3609
Казань,Новотроицк,cargo3,2651
Казань,Октябрьский,cargo1,4654
Казань,Октябрьский,cargo2,2699
Казань,Октябрьский,cargo3,3456
Казань,Омутнинск,cargo1,7861
Казань,Омутнинск,cargo2,9788
Казань,Омутнинск,cargo3,1753
Казань,Оренбург,cargo1,2026
Казань,Оренбург,cargo2,8915
Казань,Оренбург,cargo3,9054
Казань,Орск,cargo1,3998
Казань,Орск,cargo2,2043
Казань,Орск,cargo3,8363
Казань,Отрадный,cargo1,3934
Казань,Отрадный,cargo2,7639
Казань,Отрадный,cargo3,5394
Казань,Пенза,cargo1,1898
Казань,Пенза,cargo2,5541
Казань,Пенза,cargo3,7518
Казань,Пермь,cargo1,3297
Казань,Пермь,cargo2,335
Казань,Пермь,cargo3,3067
Казань,Пугачев,cargo1,4606
Казань,Пугачев,cargo2,4046
Казань,Пугачев,cargo3,6745
Казань,Раевский,cargo1,7482
Казань,Раевский,cargo2,5935
Казань,Раевский,cargo3,1101
Казань,Рузаевка,cargo1,7921
Казань,Рузаевка,cargo2,3506
