src,dest,type,value
Bugulma,Sol-lletsk,cargo1,7244
Bugulma,Sol-lletsk,cargo2,6741
Bugulma,Sol-lletsk,cargo3,2426
Bugulma,Dombarovskiy,cargo1,2815
Bugulma,Dombarovskiy,cargo2,3162
Bugulma,Dombarovskiy,cargo3,6699
Bugulma,Mednogorsk,cargo1,9638
Bugulma,Mednogorsk,cargo2,3941
Bugulma,Mednogorsk,cargo3,6667
Bugulma,Gay,cargo1,4400
Bugulma,Gay,cargo2,9092
Bugulma,Gay,cargo3,5930
Bugulma,Buzuluk,cargo1,2218
Bugulma,Buzuluk,cargo2,2109
Bugulma,Buzuluk,cargo3,441
Bugulma,Otradnyy,cargo1,6793
Bugulma,Otradnyy,cargo2,4419
Bugulma,Otradnyy,cargo3,5831
Bugulma,Tolyatti,cargo1,4808
Bugulma,Tolyatti,cargo2,6348
Bugulma,Tolyatti,cargo3,8490
Bugulma,Engels,cargo1,6401
Bugulma,Engels,cargo2,1584
Bugulma,Engels,cargo3,7309
Bugulma,Pugachev,cargo1,9814
Bugulma,Pugachev,cargo2,653
Bugulma,Pugachev,cargo3,1216
Bugulma,Volsk,cargo1,7884
Bugulma,Volsk,cargo2,1716
Bugulma,Volsk,cargo3,9345
Bugulma,Atkarsk,cargo1,5468
Bugulma,Atkarsk,cargo2,684
Bugulma,Atkarsk,cargo3,6375
Bugulma,Balashov,cargo1,1957
Bugulma,Balashov,cargo2,2893
Bugulma,Balashov,cargo3,6449
Bugulma,Almetyevsk,cargo1,4440
Bugulma,Almetyevsk,cargo2,3633
Bugulma,Almetyevsk,cargo3,7595
Bugulma,Chistopol,cargo1,9677
Bugulma,Chistopol,cargo2,7671
Bugulma,Chistopol,cargo3,1543
Bugulma,Nizhnekamsk,cargo1,812
Bugulma,Nizhnekamsk,cargo2,6055
Bugulma,Nizhnekamsk,cargo3,6267
Bugulma,Dimitrovgrad,cargo1,1419
Bugulma,Dimitrovgrad,cargo2,852
Bugulma,Dimitrovgrad,cargo3,2334
Bugulma,Kudymkar,cargo1,2746
Bugulma,Kudymkar,cargo2,2549
Bugulma,Kudymkar,cargo3,6359
Bugulma,Kungur,cargo1,5071
Bugulma,Kungur,cargo2,9143
Bugulma,Kungur,cargo3,1937
Bugulma,Krasnokamsk,cargo1,5213
Bugulma,Krasnokamsk,cargo2,1309
Bugulma,Krasnokamsk,cargo3,2569
Bugulma,Chusovoy,cargo1,4408
Bugulma,Chusovoy,cargo2,5325
Bugulma,Chusovoy,cargo3,9981
Bugulma,Gubakha,cargo1,1009
Bugulma,Gubakha,cargo2,4299
Bugulma,Gubakha,cargo3,9088
Bugulma,Sterlitamak,cargo1,3140
Bugulma,Sterlitamak,cargo2,236
Bugulma,Sterlitamak,cargo3,3903
Bugulma,Cheboksary,cargo1,2010
Bugulma,Cheboksary,cargo2,6163
Bugulma,Cheboksary,cargo3,1576
Bugulma,Orsk,cargo1,1803
Bugulma,Orsk,cargo2,43
Bugulma,Orsk,cargo3,6327
Bugulma,Balakovo,cargo1,3236
Bugulma,Balakovo,cargo2,9942
Bugulma,Balakovo,cargo3,195
Bugulma,Birsk,cargo1,9793
Bugulma,Birsk,cargo2,7918
Bugulma,Birsk,cargo3,9723
Bugulma,Izhevsk,cargo1,2779
Bugulma,Izhevsk,cargo2,3071
Bugulma,Izhevsk,cargo3,152
Bugulma,Krasnoarmeysk,cargo1,4373
Bugulma,Krasnoarmeysk,cargo2,9708
Bugulma,Krasnoarmeysk,cargo3,3546
Bugulma,Berezniki,cargo1,9316
Bugulma,Berezniki,cargo2,7485
Bugulma,Berezniki,cargo3,284
Bugulma,Penza,cargo1,2689
Bugulma,Penza,cargo2,9015
Bugulma,Penza,cargo3,1826
Bugulma,Kirov,cargo1,5940
Bugulma,Kirov,cargo2,8198
Bugulma,Kirov,cargo3,7226
Bugulma,Orenburg,cargo1,9068
Bugulma,Orenburg,cargo2,5257
Bugulma,Orenburg,cargo3,6763
Bugulma,Saratov,cargo1,6994
Bugulma,Saratov,cargo2,6490
Bugulma,Saratov,cargo3,3164
Bugulma,Ulyanovsk,cargo1,3916
Bugulma,Ulyanovsk,cargo2,3044
Bugulma,Ulyanovsk,cargo3,3383
Bugulma,Nizhny Novgorod,cargo1,3266
Bugulma,Nizhny Novgorod,cargo2,282
Bugulma,Nizhny Novgorod,cargo3,9875
Bugulma,Ufa,cargo1,2790
Bugulma,Ufa,cargo2,5276
Bugulma,Ufa,cargo3,2605
Bugulma,Samara,cargo1,7423
Bugulma,Samara,cargo2,7663
Bugulma,Samara,cargo3,1704
Bugulma,Kazan,cargo1,9157
Bugulma,Kazan,cargo2,2115
Bugulma,Kazan,cargo3,3318
Bugulma,Perm,cargo1,2925
Bugulma,Perm,cargo2,1315
Bugulma,Perm,cargo3,8206
Solikamsk,Balakhna,cargo1,3458
Solikamsk,Balakhna,cargo2,5866
Solikamsk,Balakhna,cargo3,2382
Solikamsk,Arzamas,cargo1,2763
Solikamsk,Arzamas,cargo2,4404
Solikamsk,Arzamas,cargo3,7057
Solikamsk,Ruzayevka,cargo1,3931
Solikamsk,Ruzayevka,cargo2,9760
Solikamsk,Ruzayevka,cargo3,5153
Solikamsk,Oktyabrskiy,cargo1,5307
Solikamsk,Oktyabrskiy,cargo2,3058
Solikamsk,Oktyabrskiy,cargo3,5223
Solikamsk,Kirovo-Chepetsk,cargo1,7136
Solikamsk,Kirovo-Chepetsk,cargo2,8619
Solikamsk,Kirovo-Chepetsk,cargo3,7707
Solikamsk,Novotroitsk,cargo1,1654
Solikamsk,Novotroitsk,cargo2,2145
Solikamsk,Novotroitsk,cargo3,456
Solikamsk,Buguruslan,cargo1,7625
Solikamsk,Buguruslan,cargo2,4081
Solikamsk,Buguruslan,cargo3,9572
Solikamsk,Chapayevsk,cargo1,7047
Solikamsk,Chapayevsk,cargo2,4804
Solikamsk,Chapayevsk,cargo3,3801
Solikamsk,Syzran,cargo1,4765
Solikamsk,Syzran,cargo2,2781
Solikamsk,Syzran,cargo3,5155
Solikamsk,Novokuybishevsk,cargo1,4529
Solikamsk,Novokuybishevsk,cargo2,4821
Solikamsk,Novokuybishevsk,cargo3,5757
Solikamsk,Naberezhnyye Chelny,cargo1,4946
Solikamsk,Naberezhnyye Chelny,cargo2,3470
Solikamsk,Naberezhnyye Chelny,cargo3,483
Solikamsk,Zelenodolsk,cargo1,4585
Solikamsk,Zelenodolsk,cargo2,8483
Solikamsk,Zelenodolsk,cargo3,7182
Solikamsk,Leninogorsk,cargo1,1406
Solikamsk,Leninogorsk,cargo2,4086
Solikamsk,Leninogorsk,cargo3,5133
Solikamsk,Bugulma,cargo1,7771
Solikamsk,Bugulma,cargo2,1126
Solikamsk,Bugulma,cargo3,2924
Solikamsk,Kizel,cargo1,3224
Solikamsk,Kizel,cargo2,2036
Solikamsk,Kizel,cargo3,2651
Solikamsk,Dzerzhinsk,cargo1,2254
Solikamsk,Dzerzhinsk,cargo2,2614
Solikamsk,Dzerzhinsk,cargo3,727
Solikamsk,Vyska,cargo1,2087
Solikamsk,Vyska,cargo2,5385
Solikamsk,Vyska,cargo3,8715
Solikamsk,Saransk,cargo1,2295
Solikamsk,Saransk,cargo2,8266
Solikamsk,Saransk,cargo3,9967
Solikamsk,Kamenka,cargo1,9302
Solikamsk,Kamenka,cargo2,6608
Solikamsk,Kamenka,cargo3,7848
Solikamsk,Kuznetsk,cargo1,2987
Solikamsk,Kuznetsk,cargo2,8989
Solikamsk,Kuznetsk,cargo3,2528
Solikamsk,Serdobsk,cargo1,7143
Solikamsk,Serdobsk,cargo2,4540
Solikamsk,Serdobsk,cargo3,5159
Solikamsk,Rayevskiy,cargo1,2388
Solikamsk,Rayevskiy,cargo2,67
Solikamsk,Rayevskiy,cargo3,8322
Solikamsk,Sibay,cargo1,5808
Solikamsk,Sibay,cargo2,7379
Solikamsk,Sibay,cargo3,8123
Solikamsk,Kumertau,cargo1,3824
Solikamsk,Kumertau,cargo2,8909
Solikamsk,Kumertau,cargo3,2006
Solikamsk,Salavat,cargo1,8313
Solikamsk,Salavat,cargo2,349
Solikamsk,Salavat,cargo3,4564
Solikamsk,Belebey,cargo1,6743
Solikamsk,Belebey,cargo2,8482
Solikamsk,Belebey,cargo3,8514
Solikamsk,Tuymazy,cargo1,5884
Solikamsk,Tuymazy,cargo2,3333
Solikamsk,Tuymazy,cargo3,5584
Solikamsk,Neftekamsk,cargo1,1279
Solikamsk,Neftekamsk,cargo2,9555
Solikamsk,Neftekamsk,cargo3,57
Solikamsk,Sovetsk,cargo1,8479
Solikamsk,Sovetsk,cargo2,581
Solikamsk,Sovetsk,cargo3,1288
Solikamsk,Slobodskoy,cargo1,102
Solikamsk,Slobodskoy,cargo2,9829
Solikamsk,Slobodskoy,cargo3,8591
Solikamsk,Kirs,cargo1,5355
Solikamsk,Kirs,cargo2,8990
Solikamsk,Kirs,cargo3,9050
Solikamsk,Omutninsk,cargo1,5707
Solikamsk,Omutninsk,cargo2,5014
Solikamsk,Omutninsk,cargo3,3880
Solikamsk,Kotelnich,cargo1,608
Solikamsk,Kotelnich,cargo2,7905
Solikamsk,Kotelnich,cargo3,8210
Solikamsk,Yoshkar Ola,cargo1,1440
Solikamsk,Yoshkar Ola,cargo2,9007
Solikamsk,Yoshkar Ola,cargo3,8767
Solikamsk,Sarapul,cargo1,1512
Solikamsk,Sarapul,cargo2,3768
Solikamsk,Sarapul,cargo3,3823
Solikamsk,Mozhga,cargo1,3678
Solikamsk,Mozhga,cargo2,7899
Solikamsk,Mozhga,cargo3,3828
Solikamsk,Votkinsk,cargo1,5894
Solikamsk,Votkinsk,cargo2,578
Solikamsk,Votkinsk,cargo3,3880
Solikamsk,Glazov,cargo1,9509
Solikamsk,Glazov,cargo2,9109
Solikamsk,Glazov,cargo3,3323
Solikamsk,Kanash,cargo1,2940
Solikamsk,Kanash,cargo2,7331
Solikamsk,Kanash,cargo3,4925
Solikamsk,Shumerlya,cargo1,6423
Solikamsk,Shumerlya,cargo2,9978
Solikamsk,Shumerlya,cargo3,8888
Solikamsk,Alatyr,cargo1,6737
Solikamsk,Alatyr,cargo2,6451
Solikamsk,Alatyr,cargo3,9056
Solikamsk,Sol-lletsk,cargo1,2905
Solikamsk,Sol-lletsk,cargo2,901
Solikamsk,Sol-lletsk,cargo3,274
Solikamsk,Dombarovskiy,cargo1,4266
Solikamsk,Dombarovskiy,cargo2,1867
Solikamsk,Dombarovskiy,cargo3,8434
Solikamsk,Mednogorsk,cargo1,4553
Solikamsk,Mednogorsk,cargo2,2042
Solikamsk,Mednogorsk,cargo3,4229
Solikamsk,Gay,cargo1,7489
Solikamsk,Gay,cargo2,4788
Solikamsk,Gay,cargo3,2199
Solikamsk,Buzuluk,cargo1,1982
Solikamsk,Buzuluk,cargo2,2769
Solikamsk,Buzuluk,cargo3,9828
Solikamsk,Otradnyy,cargo1,3608
Solikamsk,Otradnyy,cargo2,9579
Solikamsk,Otradnyy,cargo3,5253
Solikamsk,Tolyatti,cargo1,1064
Solikamsk,Tolyatti,cargo2,4805
Solikamsk,Tolyatti,cargo3,7093
Solikamsk,Engels,cargo1,3636
Solikamsk,Engels,cargo2,5286
Solikamsk,Engels,cargo3,4319
Solikamsk,Pugachev,cargo1,4548
Solikamsk,Pugachev,cargo2,7409
Solikamsk,Pugachev,cargo3,4455
Solikamsk,Volsk,cargo1,1476
Solikamsk,Volsk,cargo2,6576
Solikamsk,Volsk,cargo3,5833
Solikamsk,Atkarsk,cargo1,1562
Solikamsk,Atkarsk,cargo2,6743
Solikamsk,Atkarsk,cargo3,9253
Solikamsk,Balashov,cargo1,8643
Solikamsk,Balashov,cargo2,3999
Solikamsk,Balashov,cargo3,5466
Solikamsk,Almetyevsk,cargo1,2952
Solikamsk,Almetyevsk,cargo2,736
Solikamsk,Almetyevsk,cargo3,7677
Solikamsk,Chistopol,cargo1,8355
Solikamsk,Chistopol,cargo2,6581
Solikamsk,Chistopol,cargo3,687
Solikamsk,Nizhnekamsk,cargo1,4761
Solikamsk,Nizhnekamsk,cargo2,9990
Solikamsk,Nizhnekamsk,cargo3,342
Solikamsk,Dimitrovgrad,cargo1,5623
Solikamsk,Dimitrovgrad,cargo2,8380
Solikamsk,Dimitrovgrad,cargo3,4547
Solikamsk,Kudymkar,cargo1,2426
Solikamsk,Kudymkar,cargo2,7941
Solikamsk,Kudymkar,cargo3,3184
Solikamsk,Kungur,cargo1,797
Solikamsk,Kungur,cargo2,1200
Solikamsk,Kungur,cargo3,9293
Solikamsk,Krasnokamsk,cargo1,5883
Solikamsk,Krasnokamsk,cargo2,5417
Solikamsk,Krasnokamsk,cargo3,2227
Solikamsk,Chusovoy,cargo1,3589
Solikamsk,Chusovoy,cargo2,827
Solikamsk,Chusovoy,cargo3,9325
Solikamsk,Gubakha,cargo1,7836
Solikamsk,Gubakha,cargo2,3596
Solikamsk,Gubakha,cargo3,5930
Solikamsk,Sterlitamak,cargo1,7965
Solikamsk,Sterlitamak,cargo2,1918
Solikamsk,Sterlitamak,cargo3,6830
Solikamsk,Cheboksary,cargo1,4769
Solikamsk,Cheboksary,cargo2,9118
Solikamsk,Cheboksary,cargo3,4848
Solikamsk,Orsk,cargo1,9635
Solikamsk,Orsk,cargo2,3159
Solikamsk,Orsk,cargo3,5952
Solikamsk,Balakovo,cargo1,5323
Solikamsk,Balakovo,cargo2,3807
Solikamsk,Balakovo,cargo3,4156
Solikamsk,Birsk,cargo1,5008
Solikamsk,Birsk,cargo2,8965
Solikamsk,Birsk,cargo3,1491
Solikamsk,Izhevsk,cargo1,1521
Solikamsk,Izhevsk,cargo2,8133
Solikamsk,Izhevsk,cargo3,9563
Solikamsk,Krasnoarmeysk,cargo1,8633
Solikamsk,Krasnoarmeysk,cargo2,4884
Solikamsk,Krasnoarmeysk,cargo3,9115
Solikamsk,Berezniki,cargo1,1048
Solikamsk,Berezniki,cargo2,269
Solikamsk,Berezniki,cargo3,9381
Solikamsk,Penza,cargo1,2923
Solikamsk,Penza,cargo2,219
Solikamsk,Penza,cargo3,8472
Solikamsk,Kirov,cargo1,8235
Solikamsk,Kirov,cargo2,7197
Solikamsk,Kirov,cargo3,1055
Solikamsk,Orenburg,cargo1,4401
Solikamsk,Orenburg,cargo2,8550
Solikamsk,Orenburg,cargo3,8935
Solikamsk,Saratov,cargo1,3693
Solikamsk,Saratov,cargo2,3496
Solikamsk,Saratov,cargo3,3438
Solikamsk,Ulyanovsk,cargo1,4601
Solikamsk,Ulyanovsk,cargo2,2144
Solikamsk,Ulyanovsk,cargo3,8195
Solikamsk,Nizhny Novgorod,cargo1,5574
Solikamsk,Nizhny Novgorod,cargo2,4330
Solikamsk,Nizhny Novgorod,cargo3,1963
Solikamsk,Ufa,cargo1,8463
Solikamsk,Ufa,cargo2,7780
Solikamsk,Ufa,cargo3,9725
Solikamsk,Samara,cargo1,2902
Solikamsk,Samara,cargo2,3234
Solikamsk,Samara,cargo3,9608
Solikamsk,Kazan,cargo1,5070
Solikamsk,Kazan,cargo2,1719
Solikamsk,Kazan,cargo3,1901
Solikamsk,Perm,cargo1,6552
Solikamsk,Perm,cargo2,2363
Solikamsk,Perm,cargo3,8193
Kizel,Balakhna,cargo1,9459
Kizel,Balakhna,cargo2,1631
Kizel,Balakhna,cargo3,1451
Kizel,Arzamas,cargo1,5960
Kizel,Arzamas,cargo2,9399
Kizel,Arzamas,cargo3,5202
Kizel,Ruzayevka,cargo1,5028
Kizel,Ruzayevka,cargo2,833
Kizel,Ruzayevka,cargo3,9560
Kizel,Oktyabrskiy,cargo1,9277
Kizel,Oktyabrskiy,cargo2,7078
Kizel,Oktyabrskiy,cargo3,950
Kizel,Kirovo-Chepetsk,cargo1,7265
Kizel,Kirovo-Chepetsk,cargo2,2933
Kizel,Kirovo-Chepetsk,cargo3,9872
Kizel,Novotroitsk,cargo1,881
Kizel,Novotroitsk,cargo2,4755
Kizel,Novotroitsk,cargo3,3546
Kizel,Buguruslan,cargo1,8309
Kizel,Buguruslan,cargo2,9441
Kizel,Buguruslan,cargo3,2631
Kizel,Chapayevsk,cargo1,8453
Kizel,Chapayevsk,cargo2,6145
Kizel,Chapayevsk,cargo3,8364
Kizel,Syzran,cargo1,7567
Kizel,Syzran,cargo2,6422
Kizel,Syzran,cargo3,3649
Kizel,Novokuybishevsk,cargo1,6984
Kizel,Novokuybishevsk,cargo2,6756
Kizel,Novokuybishevsk,cargo3,2427
Kizel,Naberezhnyye Chelny,cargo1,8334
Kizel,Naberezhnyye Chelny,cargo2,6142
Kizel,Naberezhnyye Chelny,cargo3,3828
Kizel,Zelenodolsk,cargo1,524
Kizel,Zelenodolsk,cargo2,2167
Kizel,Zelenodolsk,cargo3,4997
Kizel,Leninogorsk,cargo1,1487
Kizel,Leninogorsk,cargo2,4805
Kizel,Leninogorsk,cargo3,6878
Kizel,Bugulma,cargo1,9464
Kizel,Bugulma,cargo2,1569
Kizel,Bugulma,cargo3,5951
Kizel,Solikamsk,cargo1,5769
Kizel,Solikamsk,cargo2,1738
Kizel,Solikamsk,cargo3,7217
Kizel,Dzerzhinsk,cargo1,3430
Kizel,Dzerzhinsk,cargo2,128
Kizel,Dzerzhinsk,cargo3,7695
Kizel,Vyska,cargo1,5105
Kizel,Vyska,cargo2,4558
Kizel,Vyska,cargo3,6030
Kizel,Saransk,cargo1,9883
Kizel,Saransk,cargo2,5229
Kizel,Saransk,cargo3,6741
Kizel,Kamenka,cargo1,311
Kizel,Kamenka,cargo2,2048
Kizel,Kamenka,cargo3,3358
Kizel,Kuznetsk,cargo1,5667
Kizel,Kuznetsk,cargo2,5813
Kizel,Kuznetsk,cargo3,1342
Kizel,Serdobsk,cargo1,1415
Kizel,Serdobsk,cargo2,9965
Kizel,Serdobsk,cargo3,9902
Kizel,Rayevskiy,cargo1,7637
Kizel,Rayevskiy,cargo2,2802
Kizel,Rayevskiy,cargo3,9972
Kizel,Sibay,cargo1,4177
Kizel,Sibay,cargo2,5012
Kizel,Sibay,cargo3,2413
Kizel,Kumertau,cargo1,4683
Kizel,Kumertau,cargo2,643
Kizel,Kumertau,cargo3,325
Kizel,Salavat,cargo1,681
Kizel,Salavat,cargo2,2514
Kizel,Salavat,cargo3,7122
Kizel,Belebey,cargo1,8092
Kizel,Belebey,cargo2,5255
Kizel,Belebey,cargo3,6254
Kizel,Tuymazy,cargo1,8532
Kizel,Tuymazy,cargo2,4596
Kizel,Tuymazy,cargo3,1232
Kizel,Neftekamsk,cargo1,2957
Kizel,Neftekamsk,cargo2,9702
Kizel,Neftekamsk,cargo3,4811
Kizel,Sovetsk,cargo1,496
Kizel,Sovetsk,cargo2,2471
Kizel,Sovetsk,cargo3,9852
Kizel,Slobodskoy,cargo1,396
Kizel,Slobodskoy,cargo2,51
Kizel,Slobodskoy,cargo3,2336
Kizel,Kirs,cargo1,9126
Kizel,Kirs,cargo2,1365
Kizel,Kirs,cargo3,2883
Kizel,Omutninsk,cargo1,2807
Kizel,Omutninsk,cargo2,3642
Kizel,Omutninsk,cargo3,7980
Kizel,Kotelnich,cargo1,9779
Kizel,Kotelnich,cargo2,1820
Kizel,Kotelnich,cargo3,7220
Kizel,Yoshkar Ola,cargo1,3858
Kizel,Yoshkar Ola,cargo2,8275
Kizel,Yoshkar Ola,cargo3,8876
Kizel,Sarapul,cargo1,9431
Kizel,Sarapul,cargo2,9040
Kizel,Sarapul,cargo3,9086
Kizel,Mozhga,cargo1,2293
Kizel,Mozhga,cargo2,9850
Kizel,Mozhga,cargo3,2754
Kizel,Votkinsk,cargo1,2611
Kizel,Votkinsk,cargo2,9475
Kizel,Votkinsk,cargo3,8472
Kizel,Glazov,cargo1,8103
Kizel,Glazov,cargo2,1547
Kizel,Glazov,cargo3,6259
Kizel,Kanash,cargo1,7248
Kizel,Kanash,cargo2,7297
Kizel,Kanash,cargo3,4453
Kizel,Shumerlya,cargo1,9003
Kizel,Shumerlya,cargo2,7255
Kizel,Shumerlya,cargo3,7459
Kizel,Alatyr,cargo1,1931
Kizel,Alatyr,cargo2,3085
Kizel,Alatyr,cargo3,7592
Kizel,Sol-lletsk,cargo1,3513
Kizel,Sol-lletsk,cargo2,3512
Kizel,Sol-lletsk,cargo3,5935
Kizel,Dombarovskiy,cargo1,4714
Kizel,Dombarovskiy,cargo2,5679
Kizel,Dombarovskiy,cargo3,8170
Kizel,Mednogorsk,cargo1,13
Kizel,Mednogorsk,cargo2,4286
Kizel,Mednogorsk,cargo3,8879
Kizel,Gay,cargo1,6549
Kizel,Gay,cargo2,9546
Kizel,Gay,cargo3,2634
Kizel,Buzuluk,cargo1,4823
Kizel,Buzuluk,cargo2,7432
Kizel,Buzuluk,cargo3,7961
Kizel,Otradnyy,cargo1,784
Kizel,Otradnyy,cargo2,7746
Kizel,Otradnyy,cargo3,1364
Kizel,Tolyatti,cargo1,2050
Kizel,Tolyatti,cargo2,5304
Kizel,Tolyatti,cargo3,1345
Kizel,Engels,cargo1,919
Kizel,Engels,cargo2,7740
Kizel,Engels,cargo3,4071
Kizel,Pugachev,cargo1,6580
Kizel,Pugachev,cargo2,6794
Kizel,Pugachev,cargo3,4140
Kizel,Volsk,cargo1,8530
Kizel,Volsk,cargo2,9605
Kizel,Volsk,cargo3,211
Kizel,Atkarsk,cargo1,4944
Kizel,Atkarsk,cargo2,8327
Kizel,Atkarsk,cargo3,1659
Kizel,Balashov,cargo1,5222
Kizel,Balashov,cargo2,713
Kizel,Balashov,cargo3,1543
Kizel,Almetyevsk,cargo1,9574
Kizel,Almetyevsk,cargo2,9230
Kizel,Almetyevsk,cargo3,7768
Kizel,Chistopol,cargo1,9316
Kizel,Chistopol,cargo2,7706
Kizel,Chistopol,cargo3,1282
Kizel,Nizhnekamsk,cargo1,1569
Kizel,Nizhnekamsk,cargo2,26
Kizel,Nizhnekamsk,cargo3,9569
Kizel,Dimitrovgrad,cargo1,2916
Kizel,Dimitrovgrad,cargo2,2038
Kizel,Dimitrovgrad,cargo3,8109
Kizel,Kudymkar,cargo1,8194
Kizel,Kudymkar,cargo2,9407
Kizel,Kudymkar,cargo3,4183
Kizel,Kungur,cargo1,134
Kizel,Kungur,cargo2,3128
Kizel,Kungur,cargo3,5395
Kizel,Krasnokamsk,cargo1,9658
Kizel,Krasnokamsk,cargo2,8933
Kizel,Krasnokamsk,cargo3,3387
Kizel,Chusovoy,cargo1,8357
Kizel,Chusovoy,cargo2,5543
Kizel,Chusovoy,cargo3,7741
Kizel,Gubakha,cargo1,6497
Kizel,Gubakha,cargo2,8438
Kizel,Gubakha,cargo3,8978
Kizel,Sterlitamak,cargo1,1685
Kizel,Sterlitamak,cargo2,2726
Kizel,Sterlitamak,cargo3,8427
Kizel,Cheboksary,cargo1,6288
Kizel,Cheboksary,cargo2,1310
Kizel,Cheboksary,cargo3,6075
Kizel,Orsk,cargo1,3015
Kizel,Orsk,cargo2,2839
Kizel,Orsk,cargo3,1737
Kizel,Balakovo,cargo1,4252
Kizel,Balakovo,cargo2,5137
Kizel,Balakovo,cargo3,7593
Kizel,Birsk,cargo1,7156
Kizel,Birsk,cargo2,5716
Kizel,Birsk,cargo3,6577
Kizel,Izhevsk,cargo1,6702
Kizel,Izhevsk,cargo2,5148
Kizel,Izhevsk,cargo3,9623
Kizel,Krasnoarmeysk,cargo1,7185
Kizel,Krasnoarmeysk,cargo2,4425
Kizel,Krasnoarmeysk,cargo3,7519
Kizel,Berezniki,cargo1,2460
Kizel,Berezniki,cargo2,512
Kizel,Berezniki,cargo3,8444
Kizel,Penza,cargo1,918
Kizel,Penza,cargo2,4653
Kizel,Penza,cargo3,5150
Kizel,Kirov,cargo1,7195
Kizel,Kirov,cargo2,8660
Kizel,Kirov,cargo3,6975
Kizel,Orenburg,cargo1,9557
Kizel,Orenburg,cargo2,2239
Kizel,Orenburg,cargo3,9448
Kizel,Saratov,cargo1,2475
Kizel,Saratov,cargo2,6750
Kizel,Saratov,cargo3,532
Kizel,Ulyanovsk,cargo1,5480
Kizel,Ulyanovsk,cargo2,5738
Kizel,Ulyanovsk,cargo3,9869
Kizel,Nizhny Novgorod,cargo1,8553
Kizel,Nizhny Novgorod,cargo2,6688
Kizel,Nizhny Novgorod,cargo3,3073
Kizel,Ufa,cargo1,8189
Kizel,Ufa,cargo2,2962
Kizel,Ufa,cargo3,8187
Kizel,Samara,cargo1,6349
Kizel,Samara,cargo2,5843
Kizel,Samara,cargo3,8387
Kizel,Kazan,cargo1,9795
Kizel,Kazan,cargo2,7371
Kizel,Kazan,cargo3,9581
Kizel,Perm,cargo1,9612
Kizel,Perm,cargo2,2329
Kizel,Perm,cargo3,4693
Dzerzhinsk,Balakhna,cargo1,6168
Dzerzhinsk,Balakhna,cargo2,5729
Dzerzhinsk,Balakhna,cargo3,4178
Dzerzhinsk,Arzamas,cargo1,8164
Dzerzhinsk,Arzamas,cargo2,5475
Dzerzhinsk,Arzamas,cargo3,5406
Dzerzhinsk,Ruzayevka,cargo1,1979
Dzerzhinsk,Ruzayevka,cargo2,5952
Dzerzhinsk,Ruzayevka,cargo3,4329
Dzerzhinsk,Oktyabrskiy,cargo1,8853
Dzerzhinsk,Oktyabrskiy,cargo2,9666
Dzerzhinsk,Oktyabrskiy,cargo3,2756
Dzerzhinsk,Kirovo-Chepetsk,cargo1,3298
Dzerzhinsk,Kirovo-Chepetsk,cargo2,7231
Dzerzhinsk,Kirovo-Chepetsk,cargo3,1986
Dzerzhinsk,Novotroitsk,cargo1,2373
Dzerzhinsk,Novotroitsk,cargo2,5279
Dzerzhinsk,Novotroitsk,cargo3,1606
Dzerzhinsk,Buguruslan,cargo1,5810
Dzerzhinsk,Buguruslan,cargo2,6487
Dzerzhinsk,Buguruslan,cargo3,1638
Dzerzhinsk,Chapayevsk,cargo1,6469
Dzerzhinsk,Chapayevsk,cargo2,1086
Dzerzhinsk,Chapayevsk,cargo3,9474
Dzerzhinsk,Syzran,cargo1,384
Dzerzhinsk,Syzran,cargo2,4055
Dzerzhinsk,Syzran,cargo3,508
Dzerzhinsk,Novokuybishevsk,cargo1,5978
Dzerzhinsk,Novokuybishevsk,cargo2,3648
Dzerzhinsk,Novokuybishevsk,cargo3,9761
Dzerzhinsk,Naberezhnyye Chelny,cargo1,3548
Dzerzhinsk,Naberezhnyye Chelny,cargo2,7834
Dzerzhinsk,Naberezhnyye Chelny,cargo3,8334
Dzerzhinsk,Zelenodolsk,cargo1,7029
Dzerzhinsk,Zelenodolsk,cargo2,3241
Dzerzhinsk,Zelenodolsk,cargo3,6360
Dzerzhinsk,Leninogorsk,cargo1,8994
Dzerzhinsk,Leninogorsk,cargo2,6437
Dzerzhinsk,Leninogorsk,cargo3,9204
Dzerzhinsk,Bugulma,cargo1,7956
Dzerzhinsk,Bugulma,cargo2,8952
Dzerzhinsk,Bugulma,cargo3,1137
Dzerzhinsk,Solikamsk,cargo1,6999
Dzerzhinsk,Solikamsk,cargo2,6961
Dzerzhinsk,Solikamsk,cargo3,5422
Dzerzhinsk,Kizel,cargo1,5376
Dzerzhinsk,Kizel,cargo2,4965
Dzerzhinsk,Kizel,cargo3,1477
Dzerzhinsk,Vyska,cargo1,6033
Dzerzhinsk,Vyska,cargo2,5867
Dzerzhinsk,Vyska,cargo3,8637
Dzerzhinsk,Saransk,cargo1,5326
Dzerzhinsk,Saransk,cargo2,5863
Dzerzhinsk,Saransk,cargo3,273
Dzerzhinsk,Kamenka,cargo1,4691
Dzerzhinsk,Kamenka,cargo2,7871
Dzerzhinsk,Kamenka,cargo3,2938
Dzerzhinsk,Kuznetsk,cargo1,8522
Dzerzhinsk,Kuznetsk,cargo2,2885
Dzerzhinsk,Kuznetsk,cargo3,4070
Dzerzhinsk,Serdobsk,cargo1,9287
Dzerzhinsk,Serdobsk,cargo2,1879
